DATE,14TR_231_AGUA,14TR_232_PROD,FAILURE_SAP
1/1/2024 00:00:00,26.83,24.47,NORMAL
1/1/2024 00:10:00,26.76,24.4,NORMAL
1/1/2024 00:20:00,26.65,24.5,NORMAL
1/1/2024 00:30:00,26.5,24.47,NORMAL
1/1/2024 00:40:00,26.5,24.53,NORMAL
1/1/2024 00:50:00,26.43,24.61,NORMAL
1/1/2024 01:00:00,26.54,24.89,NORMAL
1/1/2024 01:10:00,26.68,24.78,NORMAL
1/1/2024 01:20:00,26.57,24.86,NORMAL
1/1/2024 01:30:00,26.75,24.67,NORMAL
1/1/2024 01:40:00,26.68,24.67,NORMAL
1/1/2024 01:50:00,26.68,24.81,NORMAL
1/1/2024 02:00:00,26.68,24.75,NORMAL
1/1/2024 02:10:00,26.61,24.71,NORMAL
1/1/2024 02:20:00,26.43,24.57,NORMAL
1/1/2024 02:30:00,26.54,24.5,NORMAL
1/1/2024 02:40:00,26.47,24.61,NORMAL
1/1/2024 02:50:00,26.36,24.57,NORMAL
1/1/2024 03:00:00,26.36,24.45,NORMAL
1/1/2024 03:10:00,26.29,24.6,NORMAL
1/1/2024 03:20:00,26.36,24.38,NORMAL
1/1/2024 03:30:00,26.5,24.45,NORMAL
1/1/2024 03:40:00,26.43,24.27,NORMAL
1/1/2024 03:50:00,26.18,24.28,NORMAL
1/1/2024 04:00:00,26.13,24.13,NORMAL
1/1/2024 04:10:00,26,24.03,NORMAL
1/1/2024 04:20:00,25.93,23.77,NORMAL
1/1/2024 04:30:00,25.86,23.91,NORMAL
1/1/2024 04:40:00,25.82,23.95,NORMAL
1/1/2024 04:50:00,25.68,23.79,NORMAL
1/1/2024 05:00:00,25.67,23.81,NORMAL
1/1/2024 05:10:00,25.67,23.81,NORMAL
1/1/2024 05:20:00,25.6,23.73,NORMAL
1/1/2024 05:30:00,25.5,23.77,NORMAL
1/1/2024 05:40:00,25.5,23.84,NORMAL
1/1/2024 05:50:00,25.42,23.7,NORMAL
1/1/2024 06:00:00,25.42,23.55,NORMAL
1/1/2024 06:10:00,25.34,23.77,NORMAL
1/1/2024 06:20:00,25.35,23.77,NORMAL
1/1/2024 06:30:00,25.36,23.51,NORMAL
1/1/2024 06:40:00,25.35,23.73,NORMAL
1/1/2024 06:50:00,25.49,23.59,NORMAL
1/1/2024 07:00:00,25.42,23.3,NORMAL
1/1/2024 07:10:00,25.28,23.12,NORMAL
1/1/2024 07:20:00,24.96,22.76,NORMAL
1/1/2024 07:30:00,24.81,22.48,NORMAL
1/1/2024 07:40:00,24.45,22.19,NORMAL
1/1/2024 07:50:00,24.63,22.26,NORMAL
1/1/2024 08:00:00,24.6,22.19,NORMAL
1/1/2024 08:10:00,24.6,22.4,NORMAL
1/1/2024 08:20:00,24.53,22.55,NORMAL
1/1/2024 08:30:00,24.45,22.58,NORMAL
1/1/2024 08:40:00,24.66,22.51,NORMAL
1/1/2024 08:50:00,24.63,22.55,NORMAL
1/1/2024 09:00:00,24.77,22.72,NORMAL
1/1/2024 09:10:00,24.49,22.58,NORMAL
1/1/2024 09:20:00,24.66,22.69,NORMAL
1/1/2024 09:30:00,24.99,22.98,NORMAL
1/1/2024 09:40:00,24.99,23.09,NORMAL
1/1/2024 09:50:00,25.31,23.61,NORMAL
1/1/2024 10:00:00,25.27,23.7,NORMAL
1/1/2024 10:10:00,25.39,23.99,NORMAL
1/1/2024 10:20:00,25.67,23.88,NORMAL
1/1/2024 10:30:00,25.74,23.86,NORMAL
1/1/2024 10:40:00,25.96,24,NORMAL
1/1/2024 10:50:00,26.11,24.5,NORMAL
1/1/2024 11:00:00,26.17,24.43,NORMAL
1/1/2024 11:10:00,26.15,24.57,NORMAL
1/1/2024 11:20:00,26.04,24.18,NORMAL
1/1/2024 11:30:00,26.62,24.01,NORMAL
1/1/2024 11:40:00,26.68,24.09,NORMAL
1/1/2024 11:50:00,26.72,24.41,NORMAL
1/1/2024 12:00:00,26.72,25.23,NORMAL
1/1/2024 12:10:00,27.26,25.3,NORMAL
1/1/2024 12:20:00,27.79,25.38,NORMAL
1/1/2024 12:30:00,27.43,25.81,NORMAL
1/1/2024 12:40:00,27.43,26.02,NORMAL
1/1/2024 12:50:00,27.58,26.24,NORMAL
1/1/2024 13:00:00,27.69,26.35,NORMAL
1/1/2024 13:10:00,27.95,26.53,NORMAL
1/1/2024 13:20:00,28.16,26.26,NORMAL
1/1/2024 13:30:00,28.34,26.5,NORMAL
1/1/2024 13:40:00,28.31,26.29,NORMAL
1/1/2024 13:50:00,28.45,26.54,NORMAL
1/1/2024 14:00:00,28.81,26.72,NORMAL
1/1/2024 14:10:00,28.96,26.76,NORMAL
1/1/2024 14:20:00,28.89,26.79,NORMAL
1/1/2024 14:30:00,29.14,27.04,NORMAL
1/1/2024 14:40:00,29.18,27.12,NORMAL
1/1/2024 14:50:00,29.25,27.23,NORMAL
1/1/2024 15:00:00,29.5,27.23,NORMAL
1/1/2024 15:10:00,29.57,27.38,NORMAL
1/1/2024 15:20:00,29.75,27.38,NORMAL
1/1/2024 15:30:00,29.83,27.53,NORMAL
1/1/2024 15:40:00,29.83,27.56,NORMAL
1/1/2024 15:50:00,29.9,27.71,NORMAL
1/1/2024 16:00:00,30.05,27.62,NORMAL
1/1/2024 16:10:00,30.04,27.82,NORMAL
1/1/2024 16:20:00,30.05,27.86,NORMAL
1/1/2024 16:30:00,30.11,27.86,NORMAL
1/1/2024 16:40:00,30.34,27.89,NORMAL
1/1/2024 16:50:00,30.27,28.01,NORMAL
1/1/2024 17:00:00,30.27,28.11,NORMAL
1/1/2024 17:10:00,30.4,28.24,NORMAL
1/1/2024 17:20:00,30.41,28.29,NORMAL
1/1/2024 17:30:00,30.41,28.33,NORMAL
1/1/2024 17:40:00,30.51,28.16,NORMAL
1/1/2024 17:50:00,30.56,27.91,NORMAL
1/1/2024 18:00:00,30.55,28.01,NORMAL
1/1/2024 18:10:00,30.48,28.23,NORMAL
1/1/2024 18:20:00,30.63,28.12,NORMAL
1/1/2024 18:30:00,30.59,28.19,NORMAL
1/1/2024 18:40:00,30.55,28.33,NORMAL
1/1/2024 18:50:00,30.38,28.12,NORMAL
1/1/2024 19:00:00,30.41,28.12,NORMAL
1/1/2024 19:10:00,30.48,28.48,NORMAL
1/1/2024 19:20:00,30.44,28.01,NORMAL
1/1/2024 19:30:00,30.48,28.16,NORMAL
1/1/2024 19:40:00,30.48,28.22,NORMAL
1/1/2024 19:50:00,30.55,27.97,NORMAL
1/1/2024 20:00:00,30.59,28.11,NORMAL
1/1/2024 20:10:00,30.51,27.95,NORMAL
1/1/2024 20:20:00,30.59,28.18,NORMAL
1/1/2024 20:30:00,30.69,27.96,NORMAL
1/1/2024 20:40:00,30.65,28.25,NORMAL
1/1/2024 20:50:00,30.69,28,NORMAL
1/1/2024 21:00:00,30.61,27.75,NORMAL
1/1/2024 21:10:00,30.44,27.75,NORMAL
1/1/2024 21:20:00,30.26,27.75,NORMAL
1/1/2024 21:30:00,30.11,27.6,NORMAL
1/1/2024 21:40:00,30.07,27.53,NORMAL
1/1/2024 21:50:00,30.04,27.42,NORMAL
1/1/2024 22:00:00,29.75,27.14,NORMAL
1/1/2024 22:10:00,29.61,27.23,NORMAL
1/1/2024 22:20:00,29.5,27.12,NORMAL
1/1/2024 22:30:00,29.32,27.12,NORMAL
1/1/2024 22:40:00,29.18,26.98,NORMAL
1/1/2024 22:50:00,28.96,27.05,NORMAL
1/1/2024 23:00:00,28.89,26.9,NORMAL
1/1/2024 23:10:00,28.78,26.9,NORMAL
1/1/2024 23:20:00,28.61,26.83,NORMAL
1/1/2024 23:30:00,28.53,26.84,NORMAL
1/1/2024 23:40:00,28.59,26.9,NORMAL
1/1/2024 23:50:00,28.53,26.72,NORMAL
2/1/2024 00:00:00,28.53,26.69,NORMAL
2/1/2024 00:10:00,28.46,26.79,NORMAL
2/1/2024 00:20:00,28.42,26.52,NORMAL
2/1/2024 00:30:00,28.17,26.68,NORMAL
2/1/2024 00:40:00,28.28,26.4,NORMAL
2/1/2024 00:50:00,28.28,26.43,NORMAL
2/1/2024 01:00:00,28.17,26.45,NORMAL
2/1/2024 01:10:00,28.21,26.43,NORMAL
2/1/2024 01:20:00,28.28,26.43,NORMAL
2/1/2024 01:30:00,28.21,26.25,NORMAL
2/1/2024 01:40:00,28.06,25.89,NORMAL
2/1/2024 01:50:00,27.88,25.49,NORMAL
2/1/2024 02:00:00,27.59,25.39,NORMAL
2/1/2024 02:10:00,27.12,24.84,NORMAL
2/1/2024 02:20:00,26.83,24.7,NORMAL
2/1/2024 02:30:00,26.66,24.62,NORMAL
2/1/2024 02:40:00,26.62,24.55,NORMAL
2/1/2024 02:50:00,26.47,24.33,NORMAL
2/1/2024 03:00:00,26.33,24.4,NORMAL
2/1/2024 03:10:00,26.4,24.37,NORMAL
2/1/2024 03:20:00,26.51,24.68,NORMAL
2/1/2024 03:30:00,26.55,24.68,NORMAL
2/1/2024 03:40:00,26.62,24.87,NORMAL
2/1/2024 03:50:00,26.68,24.9,NORMAL
2/1/2024 04:00:00,26.87,25.04,NORMAL
2/1/2024 04:10:00,26.86,25.11,NORMAL
2/1/2024 04:20:00,26.76,24.9,NORMAL
2/1/2024 04:30:00,26.76,25.11,NORMAL
2/1/2024 04:40:00,26.69,24.9,NORMAL
2/1/2024 04:50:00,26.69,24.9,NORMAL
2/1/2024 05:00:00,26.58,24.9,NORMAL
2/1/2024 05:10:00,26.47,24.87,NORMAL
2/1/2024 05:20:00,26.47,25.04,NORMAL
2/1/2024 05:30:00,26.43,24.9,NORMAL
2/1/2024 05:40:00,26.55,24.9,NORMAL
2/1/2024 05:50:00,26.51,24.97,NORMAL
2/1/2024 06:00:00,26.72,24.83,NORMAL
2/1/2024 06:10:00,27.05,25.15,NORMAL
2/1/2024 06:20:00,26.86,25.15,NORMAL
2/1/2024 06:30:00,27.05,25.09,NORMAL
2/1/2024 06:40:00,27.15,24.9,NORMAL
2/1/2024 06:50:00,27.22,25.04,NORMAL
2/1/2024 07:00:00,27.41,24.9,NORMAL
2/1/2024 07:10:00,26.45,24.04,NORMAL
2/1/2024 07:20:00,25.83,23.37,NORMAL
2/1/2024 07:30:00,25.4,22.91,NORMAL
2/1/2024 07:40:00,25.19,23.25,NORMAL
2/1/2024 07:50:00,25.22,23.31,NORMAL
2/1/2024 08:00:00,25.62,23.85,NORMAL
2/1/2024 08:10:00,26.36,24.74,NORMAL
2/1/2024 08:20:00,26.75,25.24,NORMAL
2/1/2024 08:30:00,27,25.17,NORMAL
2/1/2024 08:40:00,27.19,25.42,NORMAL
2/1/2024 08:50:00,27.55,25.86,NORMAL
2/1/2024 09:00:00,27.48,25.11,NORMAL
2/1/2024 09:10:00,27.36,24.83,NORMAL
2/1/2024 09:20:00,27.16,24.94,NORMAL
2/1/2024 09:30:00,27.26,25.16,NORMAL
2/1/2024 09:40:00,27.58,25.73,NORMAL
2/1/2024 09:50:00,28.15,26.4,NORMAL
2/1/2024 10:00:00,28.47,26.76,NORMAL
2/1/2024 10:10:00,29.12,26.66,NORMAL
2/1/2024 10:20:00,28.91,26.63,NORMAL
2/1/2024 10:30:00,28.91,26.81,NORMAL
2/1/2024 10:40:00,29.23,27.13,NORMAL
2/1/2024 10:50:00,29.67,27.63,NORMAL
2/1/2024 11:00:00,29.95,27.74,NORMAL
2/1/2024 11:10:00,29.99,27.97,NORMAL
2/1/2024 11:20:00,30.06,28.32,NORMAL
2/1/2024 11:30:00,30.53,28.75,NORMAL
2/1/2024 11:40:00,30.99,28.71,NORMAL
2/1/2024 11:50:00,30.95,29.08,NORMAL
2/1/2024 12:00:00,31.03,29.47,NORMAL
2/1/2024 12:10:00,31.32,29.21,NORMAL
2/1/2024 12:20:00,31.53,29.54,NORMAL
2/1/2024 12:30:00,31.32,29.79,NORMAL
2/1/2024 12:40:00,31.36,29.97,NORMAL
2/1/2024 12:50:00,31.57,30.01,NORMAL
2/1/2024 13:00:00,31.79,30.17,NORMAL
2/1/2024 13:10:00,31.95,30.18,NORMAL
2/1/2024 13:20:00,31.9,30.38,NORMAL
2/1/2024 13:30:00,32.04,30.37,NORMAL
2/1/2024 13:40:00,32.19,30.34,NORMAL
2/1/2024 13:50:00,32.4,30.51,NORMAL
2/1/2024 14:00:00,32.51,30.66,NORMAL
2/1/2024 14:10:00,32.69,30.69,NORMAL
2/1/2024 14:20:00,32.8,30.73,NORMAL
2/1/2024 14:30:00,32.73,30.66,NORMAL
2/1/2024 14:40:00,32.77,30.63,NORMAL
2/1/2024 14:50:00,32.66,30.66,NORMAL
2/1/2024 15:00:00,32.83,30.84,NORMAL
2/1/2024 15:10:00,32.55,30.7,NORMAL
2/1/2024 15:20:00,32.45,30.56,NORMAL
2/1/2024 15:30:00,32.45,30.67,NORMAL
2/1/2024 15:40:00,32.42,30.54,NORMAL
2/1/2024 15:50:00,32.42,30.6,NORMAL
2/1/2024 16:00:00,32.42,30.47,NORMAL
2/1/2024 16:10:00,32.53,30.6,NORMAL
2/1/2024 16:20:00,32.53,30.57,NORMAL
2/1/2024 16:30:00,32.71,30.82,NORMAL
2/1/2024 16:40:00,32.63,30.61,NORMAL
2/1/2024 16:50:00,32.71,30.61,NORMAL
2/1/2024 17:00:00,32.78,30.57,NORMAL
2/1/2024 17:10:00,32.78,30.54,NORMAL
2/1/2024 17:20:00,32.66,30.36,NORMAL
2/1/2024 17:30:00,32.6,30.37,NORMAL
2/1/2024 17:40:00,32.63,30.4,NORMAL
2/1/2024 17:50:00,32.6,30.26,NORMAL
2/1/2024 18:00:00,32.68,30.36,NORMAL
2/1/2024 18:10:00,32.6,30.36,NORMAL
2/1/2024 18:20:00,32.6,30.36,NORMAL
2/1/2024 18:30:00,32.49,30.26,NORMAL
2/1/2024 18:40:00,32.53,30.11,NORMAL
2/1/2024 18:50:00,32.46,29.98,NORMAL
2/1/2024 19:00:00,32.39,30.11,NORMAL
2/1/2024 19:10:00,32.2,29.93,NORMAL
2/1/2024 19:20:00,32.13,29.82,NORMAL
2/1/2024 19:30:00,32.02,29.64,NORMAL
2/1/2024 19:40:00,32.16,29.45,NORMAL
2/1/2024 19:50:00,31.85,29.28,NORMAL
2/1/2024 20:00:00,31.73,29.2,NORMAL
2/1/2024 20:10:00,31.48,29.1,NORMAL
2/1/2024 20:20:00,31.27,28.81,NORMAL
2/1/2024 20:30:00,31.26,28.73,NORMAL
2/1/2024 20:40:00,31.09,28.52,NORMAL
2/1/2024 20:50:00,31.01,28.48,NORMAL
2/1/2024 21:00:00,30.87,28.61,NORMAL
2/1/2024 21:10:00,30.87,28.35,NORMAL
2/1/2024 21:20:00,30.58,28.36,NORMAL
2/1/2024 21:30:00,30.47,28.37,NORMAL
2/1/2024 21:40:00,30.47,28.29,NORMAL
2/1/2024 21:50:00,30.4,28.22,NORMAL
2/1/2024 22:00:00,30.4,28.07,NORMAL
2/1/2024 22:10:00,30.36,28.04,NORMAL
2/1/2024 22:20:00,30.26,28.03,NORMAL
2/1/2024 22:30:00,30.22,28.1,NORMAL
2/1/2024 22:40:00,30.22,28.01,NORMAL
2/1/2024 22:50:00,30.22,27.78,NORMAL
2/1/2024 23:00:00,30.11,27.95,NORMAL
2/1/2024 23:10:00,30.03,27.99,NORMAL
2/1/2024 23:20:00,30,27.81,NORMAL
2/1/2024 23:30:00,29.88,27.85,NORMAL
2/1/2024 23:40:00,29.78,27.73,NORMAL
2/1/2024 23:50:00,29.64,27.81,NORMAL
3/1/2024 00:00:00,29.7,27.66,NORMAL
3/1/2024 00:10:00,29.64,27.45,NORMAL
3/1/2024 00:20:00,29.68,27.66,NORMAL
3/1/2024 00:30:00,29.71,27.55,NORMAL
3/1/2024 00:40:00,29.43,27.33,NORMAL
3/1/2024 00:50:00,29.31,27.37,NORMAL
3/1/2024 01:00:00,29.25,27.44,NORMAL
3/1/2024 01:10:00,29.1,27.19,NORMAL
3/1/2024 01:20:00,29.21,27.15,NORMAL
3/1/2024 01:30:00,29.06,26.99,NORMAL
3/1/2024 01:40:00,28.99,26.83,NORMAL
3/1/2024 01:50:00,28.99,26.93,NORMAL
3/1/2024 02:00:00,28.92,26.9,NORMAL
3/1/2024 02:10:00,28.92,26.86,NORMAL
3/1/2024 02:20:00,28.88,26.82,NORMAL
3/1/2024 02:30:00,28.87,26.75,NORMAL
3/1/2024 02:40:00,28.74,26.57,NORMAL
3/1/2024 02:50:00,28.74,26.72,NORMAL
3/1/2024 03:00:00,28.67,26.46,NORMAL
3/1/2024 03:10:00,28.59,26.39,NORMAL
3/1/2024 03:20:00,28.31,26.48,NORMAL
3/1/2024 03:30:00,28.38,26.39,NORMAL
3/1/2024 03:40:00,28.27,26.25,NORMAL
3/1/2024 03:50:00,28.2,26.03,NORMAL
3/1/2024 04:00:00,28.12,26.2,NORMAL
3/1/2024 04:10:00,28.12,25.95,NORMAL
3/1/2024 04:20:00,28.02,25.99,NORMAL
3/1/2024 04:30:00,27.95,25.88,NORMAL
3/1/2024 04:40:00,27.69,25.89,NORMAL
3/1/2024 04:50:00,27.62,25.77,NORMAL
3/1/2024 05:00:00,27.45,25.59,NORMAL
3/1/2024 05:10:00,27.38,25.7,NORMAL
3/1/2024 05:20:00,27.3,25.57,NORMAL
3/1/2024 05:30:00,27.3,25.44,NORMAL
3/1/2024 05:40:00,27.23,25.61,NORMAL
3/1/2024 05:50:00,27.19,25.66,NORMAL
3/1/2024 06:00:00,26.98,25.47,NORMAL
3/1/2024 06:10:00,26.98,25.4,NORMAL
3/1/2024 06:20:00,27.08,25.37,NORMAL
3/1/2024 06:30:00,27.08,25.04,NORMAL
3/1/2024 06:40:00,27.12,25.26,NORMAL
3/1/2024 06:50:00,27.19,25.29,NORMAL
3/1/2024 07:00:00,27.32,25.17,NORMAL
3/1/2024 07:10:00,26.63,24.7,NORMAL
3/1/2024 07:20:00,26.16,24.13,NORMAL
3/1/2024 07:30:00,26.16,24.02,NORMAL
3/1/2024 07:40:00,25.97,23.85,NORMAL
3/1/2024 07:50:00,26.05,24.27,NORMAL
3/1/2024 08:00:00,26.36,24.96,NORMAL
3/1/2024 08:10:00,26.93,25.35,NORMAL
3/1/2024 08:20:00,26.97,25.63,NORMAL
3/1/2024 08:30:00,27.12,25.41,NORMAL
3/1/2024 08:40:00,26.69,25.4,NORMAL
3/1/2024 08:50:00,26.98,25.31,NORMAL
3/1/2024 09:00:00,27.08,25.39,NORMAL
3/1/2024 09:10:00,27.05,25.67,NORMAL
3/1/2024 09:20:00,27.05,25.6,NORMAL
3/1/2024 09:30:00,27.23,25.53,NORMAL
3/1/2024 09:40:00,27.23,25.85,NORMAL
3/1/2024 09:50:00,27.48,25.89,NORMAL
3/1/2024 10:00:00,27.38,25.89,NORMAL
3/1/2024 10:10:00,27.7,25.96,NORMAL
3/1/2024 10:20:00,27.63,26.14,NORMAL
3/1/2024 10:30:00,27.84,25.96,NORMAL
3/1/2024 10:40:00,28.05,26.15,NORMAL
3/1/2024 10:50:00,28.09,26.03,NORMAL
3/1/2024 11:00:00,28.12,26.36,NORMAL
3/1/2024 11:10:00,28.16,26.39,NORMAL
3/1/2024 11:20:00,28.16,26.31,NORMAL
3/1/2024 11:30:00,28.52,26.18,NORMAL
3/1/2024 11:40:00,28.74,26.12,NORMAL
3/1/2024 11:50:00,28.48,26.49,NORMAL
3/1/2024 12:00:00,28.52,26.94,NORMAL
3/1/2024 12:10:00,28.99,27.12,NORMAL
3/1/2024 12:20:00,29.27,27.27,NORMAL
3/1/2024 12:30:00,28.84,27.44,NORMAL
3/1/2024 12:40:00,29.02,27.55,NORMAL
3/1/2024 12:50:00,29.17,27.76,NORMAL
3/1/2024 13:00:00,29.13,27.62,NORMAL
3/1/2024 13:10:00,29.27,27.84,NORMAL
3/1/2024 13:20:00,29.35,27.76,NORMAL
3/1/2024 13:30:00,29.38,27.76,NORMAL
3/1/2024 13:40:00,29.64,27.94,NORMAL
3/1/2024 13:50:00,29.64,27.91,NORMAL
3/1/2024 14:00:00,29.75,28.05,NORMAL
3/1/2024 14:10:00,29.85,28.05,NORMAL
3/1/2024 14:20:00,30.04,28.16,NORMAL
3/1/2024 14:30:00,30.04,28.16,NORMAL
3/1/2024 14:40:00,30.18,28.52,NORMAL
3/1/2024 14:50:00,30.5,28.52,NORMAL
3/1/2024 15:00:00,30.54,28.71,NORMAL
3/1/2024 15:10:00,30.76,28.64,NORMAL
3/1/2024 15:20:00,30.58,28.75,NORMAL
3/1/2024 15:30:00,30.76,28.78,NORMAL
3/1/2024 15:40:00,30.97,28.82,NORMAL
3/1/2024 15:50:00,31.05,28.93,NORMAL
3/1/2024 16:00:00,31.12,29.04,NORMAL
3/1/2024 16:10:00,31.3,29.21,NORMAL
3/1/2024 16:20:00,31.36,29.32,NORMAL
3/1/2024 16:30:00,31.37,29.4,NORMAL
3/1/2024 16:40:00,31.48,29.37,NORMAL
3/1/2024 16:50:00,31.48,29.48,NORMAL
3/1/2024 17:00:00,31.59,29.37,NORMAL
3/1/2024 17:10:00,31.66,29.51,NORMAL
3/1/2024 17:20:00,31.63,29.55,NORMAL
3/1/2024 17:30:00,31.45,29.45,NORMAL
3/1/2024 17:40:00,31.45,29.45,NORMAL
3/1/2024 17:50:00,31.42,29.37,NORMAL
3/1/2024 18:00:00,31.42,29.45,NORMAL
3/1/2024 18:10:00,31.45,29.27,NORMAL
3/1/2024 18:20:00,31.34,29.38,NORMAL
3/1/2024 18:30:00,31.41,29.17,NORMAL
3/1/2024 18:40:00,31.42,29.34,NORMAL
3/1/2024 18:50:00,31.45,29.45,NORMAL
3/1/2024 19:00:00,31.52,29.35,NORMAL
3/1/2024 19:10:00,31.2,29.34,NORMAL
3/1/2024 19:20:00,31.2,29.12,NORMAL
3/1/2024 19:30:00,31.3,29.16,NORMAL
3/1/2024 19:40:00,31.2,29.12,NORMAL
3/1/2024 19:50:00,31.13,28.94,NORMAL
3/1/2024 20:00:00,31.02,28.98,NORMAL
3/1/2024 20:10:00,31.02,28.58,NORMAL
3/1/2024 20:20:00,31.02,28.79,NORMAL
3/1/2024 20:30:00,30.87,28.58,NORMAL
3/1/2024 20:40:00,30.84,28.61,NORMAL
3/1/2024 20:50:00,30.76,28.57,NORMAL
3/1/2024 21:00:00,30.72,28.35,NORMAL
3/1/2024 21:10:00,30.51,28.41,NORMAL
3/1/2024 21:20:00,30.54,28.25,NORMAL
3/1/2024 21:30:00,30.47,28.21,NORMAL
3/1/2024 21:40:00,30.61,28.42,NORMAL
3/1/2024 21:50:00,30.39,28.38,NORMAL
3/1/2024 22:00:00,30.36,28.31,NORMAL
3/1/2024 22:10:00,30.37,28.28,NORMAL
3/1/2024 22:20:00,30.43,28.21,NORMAL
3/1/2024 22:30:00,30.22,28.21,NORMAL
3/1/2024 22:40:00,30.18,28.09,NORMAL
3/1/2024 22:50:00,30.36,28.09,NORMAL
3/1/2024 23:00:00,30.21,28.24,NORMAL
3/1/2024 23:10:00,30.11,28.2,NORMAL
3/1/2024 23:20:00,30.04,28.24,NORMAL
3/1/2024 23:30:00,29.86,28.09,NORMAL
3/1/2024 23:40:00,29.75,28.05,NORMAL
3/1/2024 23:50:00,29.47,27.91,NORMAL
4/1/2024 00:00:00,29.47,27.84,NORMAL
4/1/2024 00:10:00,29.43,27.87,NORMAL
4/1/2024 00:20:00,29.32,27.72,NORMAL
4/1/2024 00:30:00,29.43,27.72,NORMAL
4/1/2024 00:40:00,29.32,27.65,NORMAL
4/1/2024 00:50:00,29.21,27.58,NORMAL
4/1/2024 01:00:00,29.1,27.26,NORMAL
4/1/2024 01:10:00,28.96,27.4,NORMAL
4/1/2024 01:20:00,28.85,27.33,NORMAL
4/1/2024 01:30:00,28.78,27.22,NORMAL
4/1/2024 01:40:00,28.67,27.08,NORMAL
4/1/2024 01:50:00,28.28,26.9,NORMAL
4/1/2024 02:00:00,28.14,26.82,NORMAL
4/1/2024 02:10:00,27.92,26.61,NORMAL
4/1/2024 02:20:00,27.85,26.47,NORMAL
4/1/2024 02:30:00,27.78,26.46,NORMAL
4/1/2024 02:40:00,27.71,26.39,NORMAL
4/1/2024 02:50:00,27.53,26.14,NORMAL
4/1/2024 03:00:00,27.46,26.1,NORMAL
4/1/2024 03:10:00,27.42,26,NORMAL
4/1/2024 03:20:00,27.42,26.1,NORMAL
4/1/2024 03:30:00,27.24,25.96,NORMAL
4/1/2024 03:40:00,27.28,25.92,NORMAL
4/1/2024 03:50:00,27.28,25.89,NORMAL
4/1/2024 04:00:00,27.53,25.89,NORMAL
4/1/2024 04:10:00,27.45,25.67,NORMAL
4/1/2024 04:20:00,27.49,25.88,NORMAL
4/1/2024 04:30:00,27.63,25.74,NORMAL
4/1/2024 04:40:00,27.52,25.7,NORMAL
4/1/2024 04:50:00,27.45,25.56,NORMAL
4/1/2024 05:00:00,27.49,25.66,NORMAL
4/1/2024 05:10:00,27.31,25.63,NORMAL
4/1/2024 05:20:00,27.23,25.66,NORMAL
4/1/2024 05:30:00,27.23,25.45,NORMAL
4/1/2024 05:40:00,27.06,25.3,NORMAL
4/1/2024 05:50:00,26.88,25.41,NORMAL
4/1/2024 06:00:00,26.8,25.35,NORMAL
4/1/2024 06:10:00,26.77,25.16,NORMAL
4/1/2024 06:20:00,26.7,25.16,NORMAL
4/1/2024 06:30:00,26.59,25.05,NORMAL
4/1/2024 06:40:00,26.41,25.05,NORMAL
4/1/2024 06:50:00,26.41,24.94,NORMAL
4/1/2024 07:00:00,26.16,24.73,NORMAL
4/1/2024 07:10:00,25.63,24.3,NORMAL
4/1/2024 07:20:00,25.2,23.91,NORMAL
4/1/2024 07:30:00,25.41,23.85,NORMAL
4/1/2024 07:40:00,25.54,24.43,NORMAL
4/1/2024 07:50:00,25.8,24.49,NORMAL
4/1/2024 08:00:00,25.7,24.63,NORMAL
4/1/2024 08:10:00,26.02,24.67,NORMAL
4/1/2024 08:20:00,26.23,25.21,NORMAL
4/1/2024 08:30:00,26.41,24.92,NORMAL
4/1/2024 08:40:00,26.2,24.78,NORMAL
4/1/2024 08:50:00,26.59,24.89,NORMAL
4/1/2024 09:00:00,26.38,24.68,NORMAL
4/1/2024 09:10:00,26.38,24.5,NORMAL
4/1/2024 09:20:00,26.31,24.51,NORMAL
4/1/2024 09:30:00,26.42,24.87,NORMAL
4/1/2024 09:40:00,26.73,25.41,NORMAL
4/1/2024 09:50:00,27.09,25.9,NORMAL
4/1/2024 10:00:00,27.38,26.12,NORMAL
4/1/2024 10:10:00,27.89,26.19,NORMAL
4/1/2024 10:20:00,28.35,26.13,NORMAL
4/1/2024 10:30:00,28.28,26.02,NORMAL
4/1/2024 10:40:00,28.06,26.45,NORMAL
4/1/2024 10:50:00,28.5,26.78,NORMAL
4/1/2024 11:00:00,28.59,26.96,NORMAL
4/1/2024 11:10:00,28.75,26.92,NORMAL
4/1/2024 11:20:00,28.68,27.21,NORMAL
4/1/2024 11:30:00,29.47,27.46,NORMAL
4/1/2024 11:40:00,29.9,27.61,NORMAL
4/1/2024 11:50:00,29.71,27.93,NORMAL
4/1/2024 12:00:00,29.54,28.39,NORMAL
4/1/2024 12:10:00,29.9,28.49,NORMAL
4/1/2024 12:20:00,30.4,28.32,NORMAL
4/1/2024 12:30:00,30.15,28.54,NORMAL
4/1/2024 12:40:00,30.16,28.9,NORMAL
4/1/2024 12:50:00,30.23,28.9,NORMAL
4/1/2024 13:00:00,30.59,29.19,NORMAL
4/1/2024 13:10:00,30.8,29.01,NORMAL
4/1/2024 13:20:00,30.66,29.16,NORMAL
4/1/2024 13:30:00,30.88,29.23,NORMAL
4/1/2024 13:40:00,31.01,29.34,NORMAL
4/1/2024 13:50:00,31.2,29.6,NORMAL
4/1/2024 14:00:00,31.45,29.7,NORMAL
