datetime,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
2023-07-25 14:50:00,978.56,14.22,289.16,14.05,98.9,16.24,16.06,0.18,10.27,16.41,1178.89,1.16,2.21,224.5,0.4,600.0,79.35,178.47,206.11,27.12,415.6
2023-07-25 15:00:00,978.59,14.15,289.08,13.92,98.5,16.17,15.92,0.24,10.18,16.27,1179.27,1.04,1.98,256.4,0.5,600.0,93.37,211.11,230.44,26.91,414.7
2023-07-25 15:10:00,978.55,14.12,289.06,13.79,97.9,16.13,15.8,0.34,10.1,16.14,1179.41,1.4,3.28,248.4,0.4,600.0,105.1,239.31,252.49,26.73,413.8
2023-07-25 15:20:00,978.6,13.96,288.89,13.73,98.5,15.97,15.73,0.24,10.06,16.07,1180.15,1.57,2.65,238.1,0.4,600.0,94.23,217.12,241.2,26.59,413.4
2023-07-25 15:30:00,978.81,13.83,288.74,13.66,98.9,15.83,15.66,0.17,10.01,16.0,1180.98,1.21,2.46,244.9,0.3,600.0,41.47,99.83,172.35,26.48,413.5
2023-07-25 15:40:00,979.02,13.69,288.58,13.52,98.9,15.69,15.52,0.17,9.92,15.85,1181.87,1.69,3.19,260.5,0.9,600.0,25.62,63.9,73.09,26.34,414.3
2023-07-25 15:50:00,979.16,13.61,288.49,13.59,99.9,15.61,15.59,0.02,9.96,15.92,1182.34,1.39,2.6,232.5,0.9,600.0,42.31,101.69,119.46,26.19,415.3
2023-07-25 16:00:00,979.29,13.58,288.45,13.58,100.0,15.58,15.58,0.0,9.95,15.91,1182.63,0.96,2.12,268.8,0.5,600.0,55.31,129.79,156.34,26.03,415.0
2023-07-25 16:10:00,979.26,13.63,288.5,13.61,99.9,15.63,15.61,0.02,9.98,15.94,1182.37,1.15,2.59,187.8,0.4,600.0,83.26,191.44,219.97,25.88,414.2
2023-07-25 16:20:00,979.33,13.64,288.51,13.56,99.5,15.64,15.56,0.08,9.94,15.89,1182.44,1.49,3.5,201.4,0.3,600.0,117.8,260.77,304.23,25.72,413.5
2023-07-25 16:30:00,979.41,13.57,288.43,13.31,98.3,15.57,15.3,0.26,9.78,15.62,1182.94,1.65,3.64,257.6,0.1,400.0,113.51,243.48,305.72,25.58,412.8
2023-07-25 16:40:00,979.44,13.59,288.45,13.2,97.5,15.59,15.2,0.39,9.71,15.52,1182.94,1.09,2.59,255.7,0.0,0.0,88.59,152.82,233.11,25.45,412.4
2023-07-25 16:50:00,979.42,13.7,288.56,13.15,96.5,15.7,15.15,0.55,9.68,15.47,1182.49,1.19,2.46,206.6,0.1,0.0,112.22,230.69,239.55,25.36,412.3
2023-07-25 17:00:00,979.45,13.74,288.6,13.07,95.7,15.74,15.06,0.68,9.62,15.38,1182.4,1.35,2.42,218.5,0.0,0.0,122.79,251.37,258.96,25.32,411.9
2023-07-25 17:10:00,979.6,13.77,288.62,13.02,95.2,15.77,15.01,0.76,9.59,15.33,1182.48,1.54,2.56,249.9,0.0,0.0,119.89,243.94,258.12,25.36,411.4
2023-07-25 17:20:00,979.61,13.84,288.69,12.86,93.8,15.84,14.86,0.98,9.49,15.17,1182.27,1.58,3.03,246.7,0.0,160.0,148.05,299.11,327.46,25.42,411.3
2023-07-25 17:30:00,979.68,13.85,288.69,12.89,93.9,15.85,14.89,0.97,9.51,15.2,1182.3,1.46,2.97,252.4,0.0,90.0,122.63,246.45,263.39,25.49,410.9
2023-07-25 17:40:00,979.65,13.81,288.65,12.53,92.0,15.81,14.55,1.26,9.29,14.85,1182.59,1.8,3.25,259.6,0.0,0.0,138.89,277.32,282.81,25.56,410.7
2023-07-25 17:50:00,979.68,13.83,288.67,12.5,91.7,15.83,14.52,1.31,9.27,14.82,1182.56,1.69,2.94,259.7,0.0,0.0,111.6,222.26,267.13,25.62,410.4
2023-07-25 18:00:00,979.71,13.77,288.61,12.76,93.6,15.77,14.76,1.01,9.43,15.07,1182.73,1.87,2.75,246.8,0.0,0.0,77.86,154.86,180.91,25.66,410.4
2023-07-25 18:10:00,979.81,13.67,288.5,12.63,93.4,15.67,14.63,1.03,9.34,14.94,1183.32,1.81,3.03,249.6,0.0,0.0,59.26,118.21,141.45,25.68,410.7
2023-07-25 18:20:00,979.94,13.6,288.42,12.64,93.9,15.6,14.65,0.95,9.35,14.95,1183.76,1.74,2.6,248.1,0.0,0.0,50.02,99.73,104.16,25.69,411.3
2023-07-25 18:30:00,980.05,13.54,288.35,12.38,92.7,15.54,14.4,1.13,9.19,14.7,1184.25,1.93,2.59,254.5,0.0,0.0,40.6,80.96,89.71,25.69,411.6
2023-07-25 18:40:00,980.07,13.5,288.31,12.41,93.1,15.5,14.43,1.07,9.21,14.72,1184.43,2.04,2.57,256.8,0.0,0.0,31.23,62.52,69.35,25.66,412.0
2023-07-25 18:50:00,980.12,13.52,288.32,12.53,93.7,15.52,14.54,0.98,9.28,14.83,1184.36,2.35,3.12,258.9,0.0,0.0,29.15,57.78,59.58,25.61,412.5
2023-07-25 19:00:00,980.05,13.55,288.36,12.46,93.1,15.55,14.47,1.07,9.24,14.77,1184.18,1.8,2.75,254.4,0.0,0.0,25.58,50.44,53.0,25.55,412.5
2023-07-25 19:10:00,980.09,13.56,288.36,12.52,93.4,15.56,14.53,1.03,9.27,14.83,1184.16,1.81,2.33,257.4,0.0,0.0,21.54,42.12,48.06,25.48,413.0
2023-07-25 19:20:00,980.17,13.42,288.22,12.81,96.1,15.42,14.81,0.6,9.45,15.11,1184.71,1.89,2.56,249.4,0.0,0.0,16.55,32.55,35.94,25.42,413.9
2023-07-25 19:30:00,980.28,13.34,288.13,12.68,95.8,15.34,14.69,0.64,9.37,14.99,1185.23,2.26,2.79,253.1,0.0,0.0,14.54,28.44,30.65,25.38,414.2
2023-07-25 19:40:00,980.4,13.36,288.14,12.82,96.5,15.36,14.82,0.54,9.45,15.11,1185.23,1.78,2.45,226.6,0.0,0.0,10.66,21.85,24.88,25.32,415.8
2023-07-25 19:50:00,980.56,13.32,288.08,12.82,96.8,15.32,14.83,0.49,9.46,15.12,1185.59,1.49,2.11,228.4,0.0,0.0,7.56,15.68,19.15,25.27,416.1
2023-07-25 20:00:00,980.7,13.38,288.13,12.87,96.7,15.38,14.87,0.51,9.48,15.16,1185.49,1.24,1.66,211.4,0.0,0.0,3.6,8.05,11.63,25.21,416.7
2023-07-25 20:10:00,980.81,13.38,288.12,12.9,96.9,15.38,14.9,0.48,9.5,15.19,1185.61,1.42,2.21,238.6,0.0,0.0,1.02,2.89,3.66,25.15,418.4
2023-07-25 20:20:00,980.87,13.38,288.12,12.82,96.4,15.38,14.82,0.55,9.45,15.11,1185.72,1.23,2.08,252.4,0.0,0.0,1.06,2.44,3.04,25.11,418.4
2023-07-25 20:30:00,980.97,13.39,288.12,12.77,96.0,15.39,14.77,0.62,9.42,15.06,1185.82,1.63,2.47,248.5,0.0,0.0,0.0,0.0,1.59,25.07,417.8
2023-07-25 20:40:00,981.07,13.41,288.13,12.8,96.1,15.41,14.8,0.6,9.44,15.09,1185.85,2.09,3.24,251.4,0.0,0.0,0.0,0.0,0.0,25.04,418.6
2023-07-25 20:50:00,981.17,13.46,288.17,12.82,95.9,15.46,14.82,0.63,9.45,15.11,1185.75,2.51,4.03,244.3,0.0,0.0,0.0,0.0,0.0,25.0,419.0
2023-07-25 21:00:00,981.31,13.37,288.07,12.98,97.5,15.37,14.98,0.38,9.55,15.27,1186.22,0.81,2.27,208.2,0.0,0.0,0.0,0.0,0.0,24.94,422.3
2023-07-25 21:10:00,981.47,13.43,288.12,13.04,97.5,15.43,15.04,0.39,9.59,15.32,1186.14,0.63,1.4,237.9,0.0,0.0,0.0,0.0,0.0,24.89,423.8
2023-07-25 21:20:00,981.54,13.48,288.16,12.93,96.5,15.48,14.93,0.54,9.52,15.22,1186.07,0.79,1.33,220.3,0.0,0.0,0.0,0.0,0.0,24.86,422.9
2023-07-25 21:30:00,981.59,13.46,288.14,12.79,95.7,15.46,14.79,0.66,9.43,15.07,1186.28,0.49,0.97,277.3,0.0,0.0,0.0,0.0,0.0,24.86,421.7
2023-07-25 21:40:00,981.8,13.43,288.09,12.9,96.6,15.43,14.9,0.52,9.49,15.18,1186.61,0.94,1.61,23.68,0.0,0.0,0.0,0.0,0.0,24.88,425.0
2023-07-25 21:50:00,981.93,13.47,288.12,12.33,92.8,15.47,14.35,1.11,9.14,14.62,1186.85,0.74,1.54,233.7,0.0,0.0,0.0,0.0,0.0,24.9,422.1
2023-07-25 22:00:00,981.96,13.44,288.09,12.02,91.1,15.44,14.06,1.37,8.96,14.32,1187.15,1.84,2.76,231.4,0.0,130.0,0.0,0.0,0.0,24.9,420.7
2023-07-25 22:10:00,981.98,13.15,287.79,12.22,94.1,15.15,14.25,0.89,9.08,14.51,1188.28,2.72,3.67,233.2,0.0,0.0,0.0,0.0,0.0,24.88,421.5
2023-07-25 22:20:00,981.96,13.11,287.75,12.05,93.3,15.11,14.09,1.01,8.98,14.35,1188.5,3.5,4.6,236.2,0.0,0.0,0.0,0.0,0.0,24.81,419.3
2023-07-25 22:30:00,982.05,13.16,287.8,12.23,94.1,15.16,14.26,0.89,9.08,14.52,1188.32,1.56,3.8,221.8,0.0,0.0,0.0,0.0,0.0,24.69,420.3
2023-07-25 22:40:00,982.22,12.97,287.59,12.38,96.2,14.97,14.4,0.57,9.17,14.66,1189.26,0.76,1.55,194.5,0.0,0.0,0.0,0.0,0.0,24.57,422.8
2023-07-25 22:50:00,982.33,12.96,287.57,12.45,96.7,14.96,14.47,0.49,9.21,14.73,1189.4,0.66,1.3,153.8,0.0,0.0,0.0,0.0,0.0,24.5,423.3
2023-07-25 23:00:00,982.51,12.95,287.55,12.44,96.7,14.95,14.46,0.49,9.2,14.71,1189.67,0.79,1.34,202.1,0.0,0.0,0.0,0.0,0.0,24.47,424.3
2023-07-25 23:10:00,982.61,12.91,287.5,12.26,95.8,14.91,14.28,0.63,9.09,14.54,1190.03,1.74,3.3,242.9,0.0,0.0,0.0,0.0,0.0,24.47,422.8
2023-07-25 23:20:00,982.64,13.37,287.96,11.98,91.3,15.37,14.03,1.34,8.93,14.28,1188.28,2.55,3.68,248.9,0.0,0.0,0.0,0.0,0.0,24.47,420.0
2023-07-25 23:30:00,982.71,13.56,288.14,11.97,90.1,15.56,14.02,1.54,8.92,14.26,1187.58,2.55,3.41,249.9,0.0,0.0,0.0,0.0,0.0,24.45,421.0
2023-07-25 23:40:00,982.72,13.6,288.18,11.94,89.7,15.6,13.99,1.61,8.9,14.24,1187.44,2.7,3.86,250.0,0.0,0.0,0.0,0.0,0.0,24.42,422.6
2023-07-25 23:50:00,982.72,13.63,288.21,11.79,88.6,15.63,13.85,1.78,8.81,14.09,1187.38,2.86,3.91,250.7,0.0,0.0,0.0,0.0,0.0,24.38,422.5
2023-07-26 00:00:00,982.78,13.61,288.19,11.7,88.2,15.61,13.77,1.84,8.76,14.01,1187.57,2.63,3.53,248.7,0.0,0.0,0.0,0.0,0.0,24.32,422.9
2023-07-26 00:10:00,982.78,13.55,288.13,11.54,87.6,15.55,13.62,1.93,8.66,13.86,1187.89,2.99,4.93,245.9,0.0,0.0,0.0,0.0,0.0,24.28,424.1
2023-07-26 00:20:00,982.87,13.53,288.1,11.45,87.2,15.53,13.54,1.99,8.61,13.78,1188.12,3.47,4.48,244.8,0.0,0.0,0.0,0.0,0.0,24.21,424.0
2023-07-26 00:30:00,983.02,13.54,288.1,11.44,87.1,15.54,13.53,2.0,8.61,13.77,1188.26,3.27,4.09,248.3,0.0,0.0,0.0,0.0,0.0,24.1,424.0
2023-07-26 00:40:00,983.08,13.47,288.02,11.42,87.4,15.47,13.52,1.95,8.6,13.75,1188.63,2.8,3.94,248.4,0.0,0.0,0.0,0.0,0.0,24.01,424.0
2023-07-26 00:50:00,983.13,13.44,287.99,11.55,88.3,15.44,13.63,1.81,8.67,13.86,1188.77,2.75,3.64,247.9,0.0,0.0,0.0,0.0,0.0,23.94,425.0
2023-07-26 01:00:00,983.15,13.4,287.95,11.61,88.9,15.4,13.69,1.71,8.7,13.92,1188.93,2.39,3.74,249.6,0.0,0.0,0.0,0.0,0.0,23.89,426.0
2023-07-26 01:10:00,983.22,13.29,287.83,11.65,89.8,15.29,13.73,1.56,8.73,13.96,1189.45,3.12,5.22,252.0,0.0,0.0,0.0,0.0,0.0,23.86,425.6
2023-07-26 01:20:00,983.22,13.09,287.63,11.52,90.2,15.09,13.61,1.48,8.65,13.84,1190.34,3.57,5.09,250.3,0.0,0.0,0.0,0.0,0.0,23.83,422.0
2023-07-26 01:30:00,983.29,12.86,287.39,11.48,91.3,14.86,13.57,1.29,8.63,13.8,1191.4,4.13,5.53,252.2,0.0,0.0,0.0,0.0,0.0,23.78,419.7
2023-07-26 01:40:00,983.31,12.62,287.15,11.34,91.9,14.63,13.44,1.18,8.55,13.67,1192.48,4.12,5.48,247.4,0.0,0.0,0.0,0.0,0.0,23.7,416.2
2023-07-26 01:50:00,983.39,12.76,287.28,11.11,89.7,14.76,13.24,1.52,8.42,13.47,1192.09,3.64,4.73,246.9,0.0,0.0,0.0,0.0,0.0,23.58,414.3
2023-07-26 02:00:00,983.49,12.84,287.35,11.01,88.6,14.84,13.15,1.69,8.36,13.37,1191.92,3.48,4.73,247.8,0.0,0.0,0.0,0.0,0.0,23.46,413.8
2023-07-26 02:10:00,983.59,12.88,287.39,10.86,87.5,14.88,13.02,1.86,8.28,13.24,1191.93,3.16,4.25,247.6,0.0,0.0,0.0,0.0,0.0,23.36,414.2
2023-07-26 02:20:00,983.7,12.93,287.43,10.72,86.4,14.93,12.9,2.03,8.2,13.11,1191.92,3.76,4.64,250.6,0.0,0.0,0.0,0.0,0.0,23.28,414.0
2023-07-26 02:30:00,983.79,12.91,287.4,10.75,86.7,14.91,12.93,1.98,8.21,13.14,1192.1,3.64,4.63,246.2,0.0,0.0,0.0,0.0,0.0,23.22,414.6
2023-07-26 02:40:00,983.88,12.87,287.35,10.71,86.7,14.87,12.89,1.98,8.19,13.1,1192.39,3.2,4.19,250.4,0.0,0.0,0.0,0.0,0.0,23.18,415.4
2023-07-26 02:50:00,983.93,12.91,287.39,10.79,86.9,14.91,12.96,1.95,8.23,13.17,1192.25,3.35,4.48,252.4,0.0,0.0,0.0,0.0,0.0,23.14,415.4
2023-07-26 03:00:00,983.98,12.9,287.37,10.81,87.1,14.9,12.98,1.92,8.24,13.19,1192.35,3.21,4.52,253.0,0.0,0.0,0.0,0.0,0.0,23.1,416.4
2023-07-26 03:10:00,984.04,12.89,287.36,10.92,87.8,14.89,13.07,1.82,8.31,13.29,1192.42,3.21,4.52,249.5,0.0,0.0,0.0,0.0,0.0,23.07,418.1
2023-07-26 03:20:00,984.18,12.76,287.22,10.95,88.7,14.76,13.1,1.67,8.32,13.31,1193.12,3.06,4.42,247.8,0.0,0.0,0.0,0.0,0.0,23.06,420.3
2023-07-26 03:30:00,984.24,12.63,287.08,10.94,89.4,14.64,13.09,1.55,8.31,13.3,1193.74,3.08,4.84,250.2,0.0,0.0,0.0,0.0,0.0,23.05,422.1
2023-07-26 03:40:00,984.34,12.64,287.08,10.91,89.2,14.65,13.07,1.58,8.3,13.27,1193.83,3.32,4.87,252.9,0.0,0.0,0.0,0.0,0.0,23.04,423.3
2023-07-26 03:50:00,984.46,12.63,287.06,10.94,89.4,14.64,13.09,1.55,8.31,13.29,1194.01,3.44,5.09,255.8,0.0,0.0,0.0,0.0,0.0,23.03,424.5
2023-07-26 04:00:00,984.59,12.59,287.01,10.88,89.3,14.6,13.04,1.56,8.28,13.24,1194.36,3.42,4.52,253.9,0.0,0.0,0.0,0.0,0.0,23.02,425.0
2023-07-26 04:10:00,984.69,12.63,287.04,10.72,88.1,14.64,12.9,1.74,8.19,13.1,1194.38,3.25,4.64,251.4,0.0,0.0,0.0,0.0,0.0,23.0,424.7
2023-07-26 04:20:00,984.81,12.52,286.92,10.68,88.5,14.53,12.86,1.67,8.16,13.06,1195.0,3.16,4.36,253.7,0.0,0.0,0.0,0.0,1.46,22.99,425.6
2023-07-26 04:30:00,984.93,12.34,286.73,10.63,89.3,14.36,12.83,1.54,8.14,13.02,1195.91,2.92,4.41,255.4,0.0,0.0,0.0,2.33,3.4,22.96,426.3
2023-07-26 04:40:00,984.94,12.2,286.59,10.61,90.0,14.23,12.81,1.42,8.13,13.0,1196.52,2.86,4.22,255.9,0.0,0.0,0.96,5.06,6.98,22.91,426.5
2023-07-26 04:50:00,984.99,12.14,286.53,10.54,89.9,14.17,12.74,1.43,8.09,12.94,1196.86,2.9,3.86,254.3,0.0,0.0,2.88,9.53,12.71,22.86,425.5
2023-07-26 05:00:00,985.05,12.02,286.4,10.57,90.8,14.06,12.77,1.29,8.1,12.96,1197.43,3.28,4.35,253.9,0.0,0.0,7.93,18.75,26.14,22.81,425.6
2023-07-26 05:10:00,985.17,11.99,286.36,10.42,90.1,14.03,12.65,1.39,8.02,12.84,1197.76,3.57,4.97,257.0,0.0,0.0,17.65,35.02,44.22,22.75,424.5
2023-07-26 05:20:00,985.28,11.98,286.34,10.34,89.7,14.03,12.58,1.44,7.98,12.77,1197.97,3.27,4.52,256.3,0.0,0.0,29.77,57.3,70.65,22.69,423.6
2023-07-26 05:30:00,985.33,11.92,286.28,10.25,89.5,13.97,12.5,1.47,7.93,12.69,1198.31,3.02,3.92,255.4,0.0,0.0,44.71,85.23,99.85,22.63,422.8
2023-07-26 05:40:00,985.43,11.92,286.27,10.2,89.2,13.97,12.46,1.51,7.9,12.65,1198.46,3.09,4.09,256.4,0.0,0.0,56.78,107.47,112.15,22.59,422.0
2023-07-26 05:50:00,985.46,11.96,286.31,10.11,88.4,14.01,12.38,1.62,7.85,12.56,1198.36,3.19,4.49,254.5,0.0,0.0,65.7,125.19,148.56,22.57,420.3
2023-07-26 06:00:00,985.53,12.08,286.42,10.11,87.7,14.12,12.38,1.74,7.85,12.56,1197.94,2.7,4.79,253.3,0.0,0.0,96.94,182.27,212.05,22.57,419.1
2023-07-26 06:10:00,985.61,12.27,286.61,10.12,86.7,14.3,12.39,1.9,7.86,12.58,1197.24,2.56,4.43,257.5,0.0,0.0,129.24,239.56,254.19,22.6,417.6
2023-07-26 06:20:00,985.62,12.54,286.88,10.2,85.6,14.55,12.46,2.1,7.9,12.64,1196.09,2.23,3.06,253.1,0.0,0.0,139.08,261.35,295.08,22.68,416.3
2023-07-26 06:30:00,985.69,12.87,287.2,10.36,84.7,14.87,12.6,2.28,7.99,12.78,1194.73,2.31,3.89,247.9,0.0,0.0,204.66,361.98,436.12,22.84,414.9
2023-07-26 06:40:00,985.77,13.19,287.52,10.43,83.3,15.19,12.65,2.54,8.02,12.83,1193.47,2.26,3.57,249.1,0.0,0.0,194.95,351.07,427.93,23.08,413.5
2023-07-26 06:50:00,985.8,13.32,287.64,10.46,82.8,15.32,12.68,2.63,8.04,12.86,1192.95,1.97,3.05,258.2,0.0,0.0,154.35,289.74,376.18,23.39,412.8
2023-07-26 07:00:00,985.89,13.15,287.47,10.33,83.0,15.15,12.57,2.57,7.97,12.75,1193.82,2.3,4.01,254.8,0.0,0.0,146.61,282.57,311.32,23.7,413.1
2023-07-26 07:10:00,985.93,13.0,287.31,10.29,83.6,15.0,12.54,2.46,7.95,12.72,1194.51,2.31,4.21,248.5,0.0,0.0,204.96,379.89,437.15,23.98,413.7
2023-07-26 07:20:00,985.94,13.1,287.41,10.36,83.4,15.1,12.59,2.51,7.98,12.77,1194.08,2.16,3.36,250.9,0.0,0.0,163.19,320.76,567.33,24.23,413.6
2023-07-26 07:30:00,985.99,13.41,287.72,10.39,81.9,15.41,12.62,2.79,8.0,12.8,1192.83,2.87,5.0,239.2,0.0,0.0,395.87,704.22,755.49,24.49,413.3
2023-07-26 07:40:00,986.0,14.16,288.47,10.49,78.53,16.18,12.7,3.47,8.05,12.88,1189.69,2.98,4.87,239.2,0.0,0.0,453.01,811.34,876.64,24.82,412.7
2023-07-26 07:50:00,985.97,14.59,288.91,10.15,74.68,16.63,12.42,4.21,7.87,12.6,1188.01,3.31,6.07,245.8,0.0,0.0,517.01,929.85,1041.76,25.32,411.5
2023-07-26 08:00:00,986.01,15.15,289.46,9.96,71.11,17.24,12.26,4.98,7.77,12.44,1185.82,2.06,4.51,250.5,0.0,0.0,447.57,823.89,958.32,25.92,411.2
2023-07-26 08:10:00,986.06,15.14,289.45,10.0,71.34,17.23,12.29,4.94,7.79,12.47,1185.91,2.83,5.16,261.9,0.0,0.0,359.82,663.51,844.68,26.54,411.5
2023-07-26 08:20:00,986.13,14.59,288.89,10.0,73.9,16.63,12.29,4.34,7.79,12.46,1188.26,3.02,4.54,231.8,0.0,0.0,193.95,366.61,489.19,27.08,411.9
2023-07-26 08:30:00,986.21,14.28,288.57,10.08,75.83,16.3,12.36,3.94,7.83,12.53,1189.61,2.65,4.0,235.0,0.0,0.0,206.27,396.9,427.53,27.41,411.2
2023-07-26 08:40:00,986.26,14.36,288.65,10.16,75.81,16.39,12.42,3.96,7.87,12.6,1189.31,2.49,4.52,231.6,0.0,0.0,300.66,573.92,1054.14,27.54,410.6
2023-07-26 08:50:00,986.3,14.53,288.82,10.07,74.55,16.57,12.35,4.22,7.83,12.52,1188.69,2.69,4.57,241.6,0.0,0.0,377.7,717.61,917.15,27.59,410.2
2023-07-26 09:00:00,986.3,14.92,289.21,10.01,72.4,16.99,12.3,4.69,7.79,12.47,1187.1,2.86,4.58,242.8,0.0,0.0,461.08,865.9,1386.65,27.67,409.6
2023-07-26 09:10:00,986.33,15.12,289.41,9.98,71.34,17.21,12.28,4.93,7.78,12.45,1186.32,2.13,3.85,226.0,0.0,0.0,311.63,601.81,729.41,27.83,410.1
2023-07-26 09:20:00,986.32,15.45,289.74,9.93,69.62,17.58,12.24,5.34,7.75,12.41,1184.97,2.13,4.62,224.5,0.0,0.0,465.48,883.02,1370.04,28.02,409.7
2023-07-26 09:30:00,986.34,15.7,289.99,9.45,66.33,17.86,11.85,6.01,7.51,12.01,1184.15,2.92,6.25,244.7,0.0,0.0,379.36,727.19,816.16,28.23,409.6
2023-07-26 09:40:00,986.31,15.82,290.11,9.65,66.69,18.0,12.01,6.0,7.61,12.17,1183.55,2.18,4.37,254.4,0.0,0.0,252.87,484.5,749.84,28.45,409.2
2023-07-26 09:50:00,986.26,15.58,289.87,9.71,68.01,17.73,12.06,5.67,7.64,12.22,1184.45,2.32,4.27,248.2,0.0,0.0,266.4,514.97,706.21,28.63,410.1
2023-07-26 10:00:00,986.26,15.62,289.91,9.82,68.34,17.77,12.15,5.63,7.7,12.31,1184.25,2.23,4.34,240.0,0.0,0.0,471.97,893.66,1785.38,28.74,409.9
2023-07-26 10:10:00,986.22,16.14,290.44,9.58,65.05,18.37,11.95,6.42,7.57,12.12,1182.16,2.26,4.08,241.8,0.0,0.0,341.5,654.44,733.11,28.85,409.7
2023-07-26 10:20:00,986.18,16.18,290.48,9.55,64.77,18.42,11.93,6.49,7.56,12.1,1181.95,2.73,5.12,251.1,0.0,0.0,280.37,549.84,661.74,28.98,409.0
2023-07-26 10:30:00,986.2,15.87,290.17,9.24,64.66,18.06,11.68,6.38,7.4,11.84,1183.36,2.96,6.63,254.4,0.0,0.0,266.07,520.62,987.87,29.11,408.9
2023-07-26 10:40:00,986.17,15.8,290.1,9.14,64.55,17.98,11.61,6.37,7.35,11.77,1183.65,4.03,8.09,223.1,0.0,0.0,330.52,636.91,1604.54,29.16,409.0
2023-07-26 10:50:00,986.14,15.47,289.77,9.43,67.21,17.6,11.83,5.77,7.5,12.0,1184.86,4.38,7.33,212.9,0.0,0.0,249.45,486.23,634.77,29.13,408.7
2023-07-26 11:00:00,986.21,15.47,289.77,9.49,67.5,17.6,11.88,5.72,7.53,12.05,1184.92,3.12,5.22,243.6,0.0,0.0,430.61,846.63,1336.04,29.03,408.3
2023-07-26 11:10:00,986.05,16.1,290.41,9.55,65.08,18.33,11.93,6.4,7.56,12.1,1182.13,4.3,7.37,214.1,0.0,0.0,702.22,1309.01,2089.85,28.93,408.9
2023-07-26 11:20:00,985.99,16.47,290.79,9.33,62.65,18.76,11.76,7.01,7.45,11.92,1180.62,4.55,8.13,226.9,0.0,0.0,767.5,1462.13,2201.69,28.96,408.9
2023-07-26 11:30:00,986.15,16.97,291.28,9.02,59.43,19.37,11.51,7.86,7.29,11.67,1178.89,2.92,5.49,261.0,0.0,0.0,579.15,1087.86,2183.3,29.08,409.0
2023-07-26 11:40:00,986.34,15.58,289.87,8.22,61.49,17.73,10.9,6.83,6.9,11.05,1185.07,2.07,4.05,326.9,0.0,60.0,273.2,549.08,809.38,29.27,410.8
2023-07-26 11:50:00,986.62,13.86,288.12,9.46,74.71,15.86,11.85,4.01,7.51,12.01,1192.08,2.0,4.62,298.8,1.1,470.0,55.51,131.15,193.38,29.39,411.3
2023-07-26 12:00:00,986.46,12.23,286.49,10.36,88.3,14.26,12.59,1.67,7.98,12.76,1198.35,0.94,2.79,319.2,0.4,270.0,178.01,362.55,568.1,29.24,411.9
2023-07-26 12:10:00,986.4,12.28,286.55,10.89,91.2,14.31,13.05,1.26,8.27,13.23,1197.86,0.84,1.77,311.4,0.0,0.0,384.32,748.13,1705.98,28.8,411.0
2023-07-26 12:20:00,986.35,13.26,287.54,11.71,90.3,15.26,13.78,1.48,8.73,13.97,1193.36,1.69,2.84,205.9,0.0,0.0,833.1,1572.57,2120.76,28.35,410.4
2023-07-26 12:30:00,986.25,14.33,288.62,12.02,86.0,16.35,14.07,2.29,8.92,14.26,1188.67,1.06,1.96,177.5,0.0,0.0,888.88,1679.63,2131.68,28.13,410.7
2023-07-26 12:40:00,986.1,14.72,289.02,11.99,83.7,16.77,14.04,2.73,8.9,14.24,1186.89,1.38,2.87,144.1,0.0,120.0,301.65,593.67,809.64,28.21,411.9
2023-07-26 12:50:00,986.16,14.42,288.72,12.2,86.5,16.45,14.23,2.22,9.02,14.43,1188.11,0.7,1.83,37.68,0.1,410.0,153.91,303.88,388.19,28.42,412.7
2023-07-26 13:00:00,986.2,14.43,288.73,12.24,86.7,16.46,14.27,2.19,9.05,14.47,1188.1,0.85,1.43,213.1,0.1,450.0,178.81,358.2,404.24,28.6,412.4
2023-07-26 13:10:00,986.26,14.32,288.61,12.21,87.1,16.34,14.24,2.11,9.03,14.43,1188.64,1.72,2.49,213.7,0.2,290.0,182.73,364.95,754.74,28.71,411.6
2023-07-26 13:20:00,986.17,14.42,288.72,12.6,88.8,16.45,14.61,1.84,9.27,14.81,1187.95,1.52,2.84,199.6,0.0,260.0,699.77,1350.4,2266.05,28.73,411.3
2023-07-26 13:30:00,986.03,15.18,289.49,12.23,82.5,17.28,14.25,3.02,9.04,14.46,1184.81,1.82,3.24,202.3,0.0,0.0,993.52,1857.03,2095.35,28.71,410.3
2023-07-26 13:40:00,985.99,15.92,290.24,11.66,75.77,18.12,13.73,4.39,8.71,13.92,1181.97,3.02,5.18,237.1,0.0,0.0,881.29,1654.04,1771.98,28.84,410.4
2023-07-26 13:50:00,985.93,16.4,290.73,11.82,74.27,18.68,13.87,4.81,8.8,14.07,1179.87,2.44,4.99,226.9,0.0,0.0,845.07,1584.24,1607.26,29.12,410.2
2023-07-26 14:00:00,985.99,16.8,291.12,10.78,67.59,19.16,12.95,6.21,8.21,13.14,1178.74,3.73,7.12,233.5,0.0,0.0,833.2,1546.92,1567.34,29.46,410.2
